Manufacturer,Model,Engine Size (L),Fuel Type,Year of Manufacture,Mileage,Price
Mercedes-Benz,3 Series,1.676164876,Diesel,2001,165520,29608
Toyota,3 Series,4.650363881,Diesel,2013,92933,31507
Ford,C-Class,4.362287705,Hybrid,2022,52267,28079
Ford,A4,2.322164804,Electric,2003,110133,41324
Chevrolet,Altima,3.175542721,Diesel,2017,29210,12401
Tesla,Model 3,1.658472672,Electric,2000,58753,38308
Audi,Corolla,2.065099353,Electric,2004,136388,42712
Toyota,3 Series,1.52648917,Electric,2007,160462,22738
Nissan,Altima,1.285514204,Diesel,2001,85962,27008
Chevrolet,Golf,3.243744248,Diesel,2006,115663,38000
Mercedes-Benz,Corolla,2.507794069,Diesel,2002,167883,32175
Volkswagen,C-Class,2.665592023,Petrol,2014,39803,49839
Chevrolet,3 Series,1.436170305,Diesel,2013,124063,31117
Honda,3 Series,3.768175096,Electric,2000,11416,35121
Audi,3 Series,2.085254649,Diesel,2005,159828,44487
BMW,Corolla,2.696066777,Diesel,2002,84703,10806
BMW,Fiesta,2.458357732,Hybrid,2001,175649,43498
BMW,Corolla,2.863649978,Diesel,2009,171786,37228
BMW,A4,3.634086923,Diesel,2011,185858,10791
Mercedes-Benz,C-Class,3.501997007,Electric,2001,191220,29954
Tesla,Altima,1.235469987,Petrol,2005,140219,19853
Volkswagen,Civic,4.304205769,Diesel,2020,85048,13634
Ford,3 Series,4.926724194,Diesel,2011,40202,11017
Volkswagen,Model 3,3.039267914,Diesel,2021,19185,38647
Toyota,Cruze,2.160206646,Hybrid,2014,83244,36470
Toyota,Golf,3.743010464,Electric,2001,60146,28829
Audi,3 Series,4.969619961,Petrol,2010,54913,31546
Mercedes-Benz,Civic,4.804290797,Petrol,2021,36916,33567
Nissan,Cruze,3.300037882,Diesel,2019,191748,17301
Tesla,Altima,3.955417122,Electric,2021,122294,19378
Nissan,Fiesta,2.369182533,Petrol,2006,120473,43260
Nissan,Model 3,4.672976752,Hybrid,2021,162574,41147
Nissan,A4,1.402779536,Electric,2007,77733,33350
Honda,Golf,4.672847606,Petrol,2018,181880,18020
Honda,Model 3,3.405891101,Electric,2020,21562,27823
Honda,Fiesta,1.058728024,Petrol,2014,98400,18568
Mercedes-Benz,Cruze,1.053480926,Petrol,2004,51240,37473
Mercedes-Benz,Altima,2.540728581,Electric,2014,7038,47952
BMW,Fiesta,3.766215914,Hybrid,2020,180289,1369
BMW,Corolla,4.664118356,Hybrid,2018,47824,4716
Nissan,Civic,3.614603148,Electric,2004,110571,22075
Chevrolet,A4,2.930715087,Electric,2000,143012,41597
Volkswagen,Golf,1.635384794,Electric,2007,165894,3653
Honda,Fiesta,2.690341267,Hybrid,2003,194291,9175
Volkswagen,C-Class,1.421580471,Electric,2014,199672,17770
Volkswagen,Altima,2.398882404,Diesel,2008,96337,2033
Audi,Cruze,4.526378099,Petrol,2013,142305,14473
Volkswagen,C-Class,2.351980431,Diesel,2007,42754,12949
Tesla,A4,3.242818885,Petrol,2015,41920,8016
Chevrolet,Model 3,1.563287154,Petrol,2015,59125,48238
Nissan,A4,4.496131025,Electric,2016,181355,4797
Tesla,Fiesta,3.708599963,Hybrid,2022,110616,25347
Audi,Corolla,4.96943075,Diesel,2015,102526,21611
BMW,Cruze,3.236036865,Petrol,2020,4733,6877
Mercedes-Benz,Golf,2.438317183,Hybrid,2018,113262,41459
Tesla,3 Series,4.691114699,Petrol,2011,48475,31781
Chevrolet,Corolla,2.364910178,Electric,2008,85616,49192
Toyota,Fiesta,4.925961248,Petrol,2003,139496,25427
Tesla,Golf,4.889078458,Petrol,2000,131184,49962
Chevrolet,Civic,2.960694792,Electric,2000,14361,4322
Mercedes-Benz,Model 3,4.062660331,Electric,2012,111095,3466
Tesla,Corolla,3.620014579,Electric,2022,123799,22875
Honda,Golf,3.4930882,Diesel,2018,39382,12077
Tesla,Golf,3.459220239,Diesel,2020,176393,8433
Mercedes-Benz,Model 3,1.203337542,Petrol,2019,84296,11502
Audi,Civic,3.744647428,Electric,2019,165357,10619
Tesla,Cruze,1.515423516,Electric,2007,111280,22244
Ford,Corolla,1.849871436,Electric,2003,69752,35152
Honda,Altima,2.868746478,Petrol,2011,130179,28773
Honda,Fiesta,4.192655525,Hybrid,2000,20557,27694
Tesla,Model 3,2.3305396,Petrol,2008,126459,28132
BMW,Corolla,4.243592913,Diesel,2019,74419,34496
Ford,Civic,1.150978014,Diesel,2012,129979,30485
Honda,Cruze,1.572199687,Diesel,2016,171204,7859
Nissan,C-Class,2.592446446,Petrol,2007,35596,4598
Honda,Civic,2.632982285,Diesel,2013,177761,5347
Tesla,C-Class,1.877634618,Diesel,2014,178189,6031
Tesla,Civic,3.73236308,Petrol,2004,148919,47607
Mercedes-Benz,Altima,3.87632437,Hybrid,2004,74108,30608
Toyota,Civic,4.801217734,Petrol,2018,127432,37222
Toyota,Golf,4.53659035,Petrol,2008,7907,4266
Nissan,Cruze,1.478133724,Diesel,2012,50396,33252
Ford,Cruze,3.503598562,Electric,2011,5239,48151
Ford,3 Series,3.706820288,Diesel,2008,35943,35612
Volkswagen,Corolla,1.945670889,Petrol,2022,152653,6072
Volkswagen,A4,2.080473651,Hybrid,2014,81876,32006
Toyota,A4,2.674393162,Electric,2019,112605,32365
Mercedes-Benz,Cruze,4.249530608,Hybrid,2018,115900,47082
Chevrolet,Fiesta,4.731029308,Diesel,2009,36356,49143
Ford,Altima,2.2022582,Hybrid,2019,191011,19953
Toyota,3 Series,4.21371898,Hybrid,2004,133335,35290
Audi,A4,3.053412421,Diesel,2005,116822,39860
Tesla,Cruze,1.082986898,Diesel,2011,194274,39628
Volkswagen,Model 3,4.843095478,Petrol,2022,56801,35933
Toyota,C-Class,2.213692307,Petrol,2005,192190,3264
Volkswagen,Civic,1.98141925,Diesel,2008,140337,18225
Toyota,Corolla,3.588951778,Petrol,2007,165901,46283
Tesla,Civic,1.789128987,Electric,2018,110871,47595
Toyota,Altima,4.344232746,Diesel,2018,194975,18716
Nissan,Fiesta,4.457616364,Hybrid,2022,163848,30324
Honda,Model 3,3.268479371,Petrol,2012,181595,8962
Honda,Golf,1.149904501,Hybrid,2019,160711,12802
Tesla,Altima,2.676509105,Hybrid,2016,173751,30639
Nissan,Cruze,1.183530471,Hybrid,2008,184840,40266
Toyota,3 Series,3.750971409,Electric,2020,4181,17015
Honda,Fiesta,3.320903824,Hybrid,2003,74426,17976
Mercedes-Benz,Fiesta,1.790273992,Hybrid,2004,112778,4065
Tesla,Civic,1.312605259,Diesel,2014,141670,12845
Volkswagen,Golf,4.76913859,Hybrid,2013,170808,41548
Toyota,Fiesta,1.959291686,Electric,2018,136636,40529
Ford,C-Class,1.55346299,Diesel,2014,141105,27554
Mercedes-Benz,Model 3,1.120281547,Hybrid,2012,21634,45048
Tesla,Golf,3.659276746,Electric,2021,36949,14148
BMW,Civic,1.514424083,Diesel,2010,45780,31716
Mercedes-Benz,A4,1.711546932,Hybrid,2009,36930,49521
BMW,Civic,1.629211689,Hybrid,2009,63562,40728
Tesla,Civic,4.322826201,Petrol,2002,108119,30788
Mercedes-Benz,Cruze,3.256412241,Hybrid,2007,158952,30517
Chevrolet,Cruze,4.222544599,Diesel,2009,63464,5859
Chevrolet,A4,2.833602562,Diesel,2008,32561,4722
BMW,Model 3,2.902987914,Diesel,2010,148561,44055
Mercedes-Benz,Model 3,4.721251662,Electric,2015,60776,18752
Toyota,3 Series,3.146834037,Diesel,2000,165204,3651
Nissan,Golf,1.763857075,Electric,2011,45116,7222
Honda,Corolla,2.201085401,Electric,2014,120015,6932
Audi,Fiesta,1.363463294,Electric,2011,125680,18699
Ford,A4,3.956058764,Diesel,2021,98392,4669
Audi,Altima,1.101363513,Diesel,2010,185719,42624
BMW,Corolla,1.522328428,Diesel,2020,25999,26186
Tesla,Altima,2.028960546,Diesel,2008,29251,29863
BMW,3 Series,4.120480624,Diesel,2009,7438,24068
Honda,A4,1.063644243,Petrol,2008,15885,39881
Tesla,Fiesta,4.700849072,Electric,2021,164326,43352
BMW,Fiesta,1.545693025,Hybrid,2012,21913,40315
Toyota,Fiesta,2.768339691,Diesel,2004,53481,19583
Nissan,Model 3,2.149354958,Electric,2020,123059,22497
BMW,Fiesta,1.478705147,Hybrid,2012,88652,8838
Volkswagen,Cruze,1.813668365,Petrol,2006,178611,14230
Volkswagen,Corolla,1.610732761,Petrol,2003,166895,31355
Ford,C-Class,3.457761843,Hybrid,2017,135205,16320
Chevrolet,Civic,2.794762181,Electric,2003,140866,8710
Volkswagen,Golf,3.642514466,Diesel,2009,20763,39821
BMW,Golf,4.726511218,Petrol,2015,16180,40888
Audi,Cruze,3.371132927,Petrol,2018,35366,6515
Volkswagen,3 Series,3.27898309,Electric,2008,30980,12076
Volkswagen,Civic,2.157166161,Electric,2008,33510,23462
Toyota,Cruze,3.675052874,Petrol,2014,130388,1566
Honda,Golf,4.591707507,Diesel,2005,145409,3255
Ford,Corolla,2.771643278,Petrol,2000,131552,47681
Nissan,A4,1.553726474,Diesel,2009,108729,18391
Toyota,3 Series,3.228887677,Diesel,2012,115950,13461
Volkswagen,Fiesta,1.348648134,Petrol,2009,89163,44069
Mercedes-Benz,Altima,2.872470996,Petrol,2001,6482,37043
Nissan,Corolla,4.053390371,Diesel,2020,160340,24579
Toyota,C-Class,1.583594085,Hybrid,2000,157384,13167
Chevrolet,C-Class,4.032730391,Petrol,2001,105859,44197
Tesla,3 Series,3.726182359,Diesel,2020,130998,27747
BMW,Corolla,2.422481174,Petrol,2005,41112,12216
Mercedes-Benz,Fiesta,2.131473083,Hybrid,2000,121229,37893
BMW,Golf,3.224570322,Diesel,2000,58171,15530
Tesla,Corolla,3.886051511,Diesel,2007,56755,28812
Ford,3 Series,1.008484404,Petrol,2011,180532,8523
Toyota,Model 3,2.496565142,Hybrid,2005,159978,32778
BMW,Altima,3.962953883,Diesel,2001,192953,28524
Volkswagen,Corolla,4.094577278,Electric,2009,93189,12475
BMW,3 Series,1.361195979,Petrol,2000,91809,15637
Honda,A4,3.910463668,Diesel,2018,190922,37187
Honda,Fiesta,3.124837732,Petrol,2021,151174,5751
Nissan,Golf,3.252329837,Electric,2016,189899,19648
Honda,3 Series,4.548118549,Hybrid,2018,106444,36848
Toyota,Altima,1.38456191,Electric,2017,70857,13727
BMW,A4,1.775639081,Hybrid,2021,71325,43446
Toyota,C-Class,1.791733973,Diesel,2009,137249,8320
Chevrolet,C-Class,3.40857709,Hybrid,2013,168739,20202
Toyota,Cruze,2.711969494,Hybrid,2011,131074,2680
Audi,Model 3,3.854121426,Electric,2004,13936,38396
Mercedes-Benz,Cruze,3.940063611,Hybrid,2009,29798,14673
Mercedes-Benz,A4,1.420824345,Petrol,2003,9268,27747
Audi,Altima,2.494952061,Petrol,2001,128811,1440
Toyota,Cruze,1.296680146,Hybrid,2009,136827,39494
Tesla,3 Series,1.184469747,Electric,2004,58321,25545
Nissan,A4,2.039321564,Diesel,2020,40710,46086
Nissan,Fiesta,2.177234331,Hybrid,2006,185459,26535
BMW,Golf,1.299775469,Petrol,2013,92773,19126
Mercedes-Benz,C-Class,3.421787017,Petrol,2008,16956,4004
Audi,C-Class,1.157425825,Electric,2003,61382,7716
Mercedes-Benz,Cruze,2.649238663,Petrol,2018,90317,11356
Chevrolet,Civic,1.159526028,Hybrid,2016,122613,39757
Toyota,A4,2.752613513,Electric,2006,63382,39623
Chevrolet,C-Class,4.587176505,Diesel,2001,73172,42452
Ford,Cruze,3.363792894,Petrol,2020,132844,49740
Mercedes-Benz,Fiesta,4.905475383,Hybrid,2019,105766,36177
Volkswagen,Golf,4.342982975,Petrol,2016,163923,44309
Mercedes-Benz,Cruze,3.460739649,Diesel,2001,165891,19921
Honda,Fiesta,3.560836687,Electric,2020,110808,34228
Mercedes-Benz,Altima,4.808214172,Electric,2012,128621,3925
Mercedes-Benz,C-Class,3.787119444,Petrol,2015,99357,1789
Ford,C-Class,4.24466937,Petrol,2021,111087,25005
Volkswagen,Golf,4.10216063,Petrol,2007,113327,40011
Tesla,Fiesta,1.737031213,Electric,2000,22039,16681
Tesla,Civic,2.371847414,Diesel,2011,164551,8094
Volkswagen,C-Class,3.342205961,Hybrid,2006,123768,14267
Volkswagen,Model 3,2.657240265,Petrol,2016,110316,45822
Volkswagen,Golf,2.400602211,Hybrid,2009,160698,3436
Ford,Model 3,4.7939181,Hybrid,2017,188032,41119
BMW,C-Class,2.095113102,Hybrid,2004,105777,22808
Audi,Corolla,2.765811373,Diesel,2008,172500,32671
Audi,Fiesta,1.113268942,Diesel,2004,23322,31705
Audi,C-Class,3.766690882,Hybrid,2021,189453,32541
Chevrolet,Corolla,4.742029995,Hybrid,2007,135819,26186
BMW,Golf,1.596784683,Petrol,2018,183957,29028
Toyota,Corolla,4.413433684,Petrol,2000,94967,17944
Chevrolet,Golf,2.294153176,Petrol,2006,104355,41583
Mercedes-Benz,Fiesta,2.8605958,Petrol,2013,76385,27081
Honda,Civic,3.441029992,Diesel,2005,136352,16252
Audi,Cruze,4.597744997,Petrol,2007,189333,16902
Toyota,A4,2.018286751,Electric,2022,29221,3265
BMW,Altima,2.582935764,Hybrid,2003,188551,1365
Mercedes-Benz,Corolla,1.982635197,Diesel,2012,79900,32521
BMW,3 Series,3.131188609,Diesel,2003,28716,22194
BMW,A4,3.40348732,Electric,2007,114416,26653
Volkswagen,Corolla,3.766295966,Diesel,2001,193193,6467
Honda,Cruze,2.710826322,Petrol,2002,115662,18420
Toyota,Fiesta,1.924982028,Diesel,2020,120199,35973
Volkswagen,Civic,2.044748666,Diesel,2006,171472,1940
Ford,Golf,3.208457471,Diesel,2000,16564,2252
Toyota,A4,1.802013815,Petrol,2002,187030,46949
Honda,Altima,2.739021006,Hybrid,2016,124372,6384
Audi,A4,3.928690005,Electric,2007,17451,44021
Mercedes-Benz,Civic,2.808201007,Diesel,2008,46843,5000
Volkswagen,Altima,1.84154737,Electric,2003,16041,49758
Audi,Golf,4.267963642,Diesel,2011,43970,1817
Honda,Cruze,4.977656378,Diesel,2009,150599,2371
Mercedes-Benz,3 Series,1.15544987,Petrol,2020,63013,30188
Chevrolet,Corolla,4.458937602,Electric,2019,105042,39210
Volkswagen,Golf,4.416856222,Petrol,2011,181391,20225
Ford,Fiesta,2.092925383,Hybrid,2005,68701,11462
Audi,Corolla,4.528458424,Diesel,2013,189990,48206
Audi,Civic,2.229517291,Petrol,2019,57762,21002
Volkswagen,C-Class,4.728229311,Hybrid,2007,78689,14356
Chevrolet,C-Class,4.167495469,Petrol,2016,33124,29096
Chevrolet,Altima,4.313772095,Diesel,2004,87139,45604
Toyota,A4,3.553688506,Hybrid,2009,11051,35834
Tesla,A4,1.350481663,Hybrid,2015,153521,23407
Honda,Model 3,2.533636297,Electric,2022,152754,36099
Toyota,Altima,4.938677305,Petrol,2010,172139,43247
Audi,3 Series,3.701585875,Petrol,2006,187149,30890
Tesla,Corolla,3.565854764,Electric,2012,181137,40700
BMW,C-Class,1.419431815,Diesel,2010,170129,1467
Audi,Corolla,2.83889927,Hybrid,2014,74573,42243
Chevrolet,Fiesta,3.191657998,Hybrid,2010,29856,44953
Audi,3 Series,1.802924194,Diesel,2016,137915,47541
Chevrolet,Civic,4.486066711,Petrol,2018,67869,42058
Ford,3 Series,2.520067639,Electric,2009,128392,16027
Ford,Civic,4.348040374,Hybrid,2007,52454,11861
Mercedes-Benz,Civic,1.699308687,Hybrid,2015,31519,34763
Honda,Civic,4.000435688,Hybrid,2002,3923,10965
Nissan,Cruze,4.936251969,Diesel,2022,101431,49941
Nissan,Cruze,1.06436074,Electric,2005,78973,47120
Toyota,3 Series,4.424061378,Diesel,2021,23641,8846
Mercedes-Benz,C-Class,4.04763599,Electric,2011,193633,23939
Volkswagen,Civic,2.275760145,Petrol,2011,184812,37981
Audi,Golf,4.741364186,Petrol,2010,72458,36125
Toyota,Golf,1.226326871,Hybrid,2016,59541,47219
Tesla,Fiesta,1.406123542,Electric,2000,94635,8762
Ford,Model 3,4.306822885,Electric,2010,119066,29724
Chevrolet,Corolla,1.868873192,Hybrid,2021,17168,3765
Nissan,Golf,4.983351159,Petrol,2002,89978,9774
Mercedes-Benz,Model 3,2.086565462,Hybrid,2018,188095,44927
Chevrolet,Cruze,3.376127939,Electric,2000,4352,1257
Honda,Golf,4.470820809,Electric,2011,126722,24761
Tesla,Corolla,4.725468066,Diesel,2009,44694,47119
Audi,C-Class,2.672525181,Petrol,2009,146934,20774
Volkswagen,Fiesta,4.466180852,Diesel,2005,71369,20888
Chevrolet,A4,3.718844828,Hybrid,2011,186924,2824
Honda,Golf,2.207509172,Hybrid,2013,46276,43974
Audi,Cruze,3.425080107,Hybrid,2010,79811,6708
BMW,C-Class,3.6264121,Diesel,2018,62778,45616
BMW,Cruze,2.443052216,Petrol,2012,65824,24081
Honda,A4,1.549635059,Diesel,2019,67692,39598
Honda,Altima,2.550886742,Hybrid,2011,155314,30746
Volkswagen,Cruze,2.307417972,Hybrid,2014,57200,21459
Audi,Golf,1.189411295,Petrol,2007,110081,20050
Honda,Golf,3.041578881,Hybrid,2001,165924,13049
BMW,Fiesta,3.027679484,Hybrid,2005,57929,21842
Honda,Cruze,4.61095445,Diesel,2021,65958,44861
Volkswagen,Civic,4.836839428,Hybrid,2002,155299,6115
Toyota,Fiesta,3.162692731,Hybrid,2008,114030,49157
Toyota,Golf,1.179984843,Electric,2015,16828,49209
Ford,C-Class,4.947293757,Diesel,2016,171055,25563
Volkswagen,Corolla,2.522787797,Petrol,2017,26678,49491
Toyota,Cruze,1.699493647,Diesel,2007,174011,37355
Toyota,Cruze,3.206319001,Diesel,2001,137594,44521
Chevrolet,A4,3.54398049,Petrol,2008,132538,46467
Chevrolet,Corolla,3.647810813,Diesel,2012,74805,34201
Chevrolet,Altima,3.191493767,Diesel,2013,169100,11692
Mercedes-Benz,Civic,4.33155131,Petrol,2008,10557,34951
Nissan,Corolla,3.595309993,Petrol,2013,171046,7031
Volkswagen,Civic,2.372909579,Hybrid,2022,120423,25806
Toyota,Corolla,1.502716546,Petrol,2015,152666,34510
Toyota,C-Class,2.820352321,Petrol,2001,57514,16776
Ford,Civic,2.152246556,Diesel,2006,47099,48087
Mercedes-Benz,A4,1.194249623,Diesel,2018,195331,5064
Volkswagen,C-Class,1.491712612,Hybrid,2010,103459,33915
Chevrolet,C-Class,3.116972229,Hybrid,2022,136724,5150
Mercedes-Benz,Cruze,3.234644697,Diesel,2017,61855,31575
Chevrolet,Corolla,4.003769619,Electric,2000,122504,40368
Volkswagen,Golf,3.507082254,Diesel,2011,194589,38648
Audi,Golf,1.582170438,Petrol,2000,186100,19201
Toyota,Golf,2.324497029,Diesel,2001,181281,25036
Mercedes-Benz,Model 3,2.331599228,Petrol,2017,195544,30036
Mercedes-Benz,C-Class,3.99238835,Hybrid,2016,43646,47892
Chevrolet,Altima,1.729062345,Hybrid,2008,151229,32098
Mercedes-Benz,Model 3,1.306644942,Diesel,2011,83288,47098
Audi,Golf,4.015689487,Diesel,2018,37352,9321
Ford,Fiesta,4.98876352,Electric,2020,68595,45798
Mercedes-Benz,Altima,3.171695118,Electric,2010,56489,32712
BMW,Civic,4.603032417,Hybrid,2003,25602,9610
Volkswagen,Cruze,3.570830607,Diesel,2017,124108,47584
Volkswagen,3 Series,1.911951721,Electric,2015,158551,38532
Chevrolet,C-Class,3.882395726,Hybrid,2021,187856,6450
Nissan,Corolla,4.586705097,Diesel,2011,106922,18176
Honda,Golf,4.311862197,Petrol,2017,74108,24407
Nissan,A4,4.511050364,Hybrid,2007,112812,44200
Honda,C-Class,3.889051678,Hybrid,2005,121525,8344
Volkswagen,Altima,4.021265422,Electric,2008,145945,16033
Nissan,Civic,3.53121446,Petrol,2011,157782,44532
Audi,Cruze,3.058328657,Petrol,2001,90939,38373
Mercedes-Benz,Cruze,4.288198006,Petrol,2020,134615,24777
Mercedes-Benz,Fiesta,4.632437068,Hybrid,2003,7941,23649
Nissan,Fiesta,4.073155285,Diesel,2015,86475,24017
Nissan,Model 3,4.238736445,Diesel,2014,77688,16478
Nissan,3 Series,4.730710441,Diesel,2005,147188,27592
Volkswagen,Corolla,1.465822141,Petrol,2016,58338,36257
Nissan,Corolla,3.379751628,Diesel,2006,175586,28736
Toyota,Cruze,3.114211916,Diesel,2022,62794,33949
BMW,A4,3.69615338,Hybrid,2011,142265,31457
Honda,A4,1.281670065,Diesel,2015,156503,25568
Toyota,Golf,4.888955346,Electric,2013,44159,23994
Mercedes-Benz,C-Class,2.565888346,Diesel,2018,70828,38265
Chevrolet,Altima,4.482715612,Diesel,2006,18694,2351
Ford,Cruze,2.568459962,Electric,2014,3132,35645
BMW,Corolla,1.78268768,Petrol,2006,37877,26802
Ford,Corolla,3.193116495,Hybrid,2004,168727,30765
Chevrolet,Fiesta,3.123998046,Hybrid,2014,190425,23214
BMW,Model 3,1.934331461,Diesel,2013,99084,22292
Volkswagen,3 Series,2.405274624,Electric,2017,171649,43338
Honda,Altima,3.051013982,Petrol,2018,174046,21589
Tesla,Model 3,2.713274588,Diesel,2011,117623,3356
BMW,Corolla,2.618036766,Hybrid,2017,181970,49061
Audi,Fiesta,2.529291253,Petrol,2010,88650,41636
Nissan,C-Class,2.371774099,Petrol,2021,50756,35230
Mercedes-Benz,Cruze,4.599498179,Diesel,2002,99813,30216
Mercedes-Benz,Cruze,2.482675372,Electric,2009,158388,32794
BMW,C-Class,3.644120221,Electric,2009,199818,40005
Mercedes-Benz,Model 3,1.452846034,Electric,2019,150563,42185
Ford,C-Class,4.872711037,Hybrid,2013,39003,13313
Audi,Golf,3.642308336,Petrol,2012,43040,23531
BMW,Corolla,1.982108842,Hybrid,2009,2231,44753
Tesla,Cruze,3.589437669,Electric,2006,119189,35702
Toyota,Golf,1.117097966,Electric,2006,193750,47434
Chevrolet,Cruze,1.602949704,Electric,2006,184238,39719
Toyota,3 Series,1.987231408,Diesel,2021,140951,22230
Volkswagen,Fiesta,1.574609379,Diesel,2007,129732,26663
Toyota,Golf,2.34391304,Petrol,2016,169587,48811
Tesla,Model 3,2.040684446,Diesel,2020,139109,36534
Nissan,A4,2.234709238,Hybrid,2016,73517,40312
Nissan,3 Series,1.850976366,Hybrid,2021,63428,6574
Honda,C-Class,4.381433132,Diesel,2017,141673,49744
Ford,Model 3,3.395031757,Hybrid,2013,123129,39085
Ford,3 Series,1.271740548,Petrol,2009,132136,49609
Ford,Altima,1.627282276,Electric,2002,38496,26793
Chevrolet,Civic,3.328281383,Petrol,2004,80298,29158
Audi,Altima,2.338288809,Electric,2018,93110,39004
Honda,Corolla,3.412071382,Hybrid,2012,37833,26492
Audi,Civic,4.105908058,Electric,2017,40072,37091
Toyota,3 Series,1.567081555,Petrol,2022,110329,5792
Audi,3 Series,2.796095198,Electric,2009,82193,34795
Chevrolet,3 Series,3.25817025,Hybrid,2009,89789,7796
Mercedes-Benz,Cruze,2.712274385,Petrol,2001,49357,8701
Nissan,Model 3,2.493667594,Electric,2008,49064,31538
Chevrolet,Fiesta,1.82770505,Electric,2011,130895,42445
Toyota,3 Series,1.171620104,Petrol,2003,164882,12388
Volkswagen,3 Series,4.033840116,Diesel,2003,10149,6779
Tesla,Altima,3.315719234,Hybrid,2010,62762,42791
Honda,Corolla,4.066396977,Electric,2009,182853,11716
Honda,C-Class,4.234542855,Hybrid,2014,19669,3058
Mercedes-Benz,Altima,1.429209882,Hybrid,2019,138749,22412
Honda,3 Series,4.975929391,Petrol,2015,48029,3578
Nissan,Golf,3.769289602,Diesel,2017,62590,49156
Ford,Cruze,4.352261795,Hybrid,2008,11860,18770
Chevrolet,Cruze,1.448760908,Diesel,2006,120754,45717
Ford,Civic,2.798712115,Petrol,2020,28768,31596
Nissan,A4,2.367484777,Petrol,2016,122684,25514
Chevrolet,A4,4.955210351,Diesel,2012,138158,33046
Ford,Cruze,2.090317235,Electric,2018,29709,1343
Honda,C-Class,4.66965335,Petrol,2013,179135,35775
Ford,C-Class,4.130285628,Hybrid,2021,59837,30737
Volkswagen,Altima,1.274757539,Electric,2021,129787,40263
Chevrolet,3 Series,1.785261393,Petrol,2017,157333,44435
Mercedes-Benz,Corolla,1.606425635,Electric,2015,51593,13698
Ford,Altima,1.649533085,Hybrid,2003,26388,11136
Nissan,Fiesta,1.405598423,Petrol,2014,67088,9433
Mercedes-Benz,Civic,1.054036718,Petrol,2003,51284,45855
Nissan,3 Series,4.429552269,Hybrid,2003,81855,49154
Chevrolet,Model 3,3.58622361,Diesel,2004,133222,10756
Toyota,3 Series,1.900349693,Petrol,2015,7817,38685
Audi,Civic,4.932088074,Electric,2016,30997,6887
Volkswagen,Altima,3.503849271,Electric,2013,6604,34336
Mercedes-Benz,Altima,3.388716877,Diesel,2010,179697,7034
Volkswagen,Altima,3.086970285,Diesel,2014,59245,15833
BMW,Cruze,1.208952436,Electric,2014,175949,3784
Honda,Corolla,2.652007037,Electric,2001,155648,2098
Tesla,Corolla,4.771521858,Hybrid,2008,1849,18129
Mercedes-Benz,3 Series,2.680585059,Electric,2022,174060,25019
Honda,Model 3,4.179634804,Petrol,2000,39518,47851
Toyota,Cruze,4.659606957,Electric,2008,107191,26471
Audi,Golf,3.97459793,Electric,2005,41903,19976
Ford,A4,4.089682511,Diesel,2020,70734,30994
Nissan,Fiesta,1.691160288,Diesel,2010,184947,7811
Ford,A4,3.21007279,Petrol,2015,190220,4742
Toyota,3 Series,1.895722318,Petrol,2013,173210,10254
Audi,Corolla,3.645691031,Electric,2013,76829,13199
BMW,A4,4.46335616,Electric,2002,150306,46178
Ford,A4,2.955836096,Electric,2004,93266,19099
Honda,Altima,3.394023442,Hybrid,2021,71894,43298
Toyota,C-Class,4.129223221,Hybrid,2011,66450,29387
Honda,Fiesta,1.005456319,Electric,2008,107620,14773
Nissan,Corolla,1.240735962,Petrol,2019,164409,43277
Honda,Corolla,3.0468011,Diesel,2014,52522,5222
Audi,Golf,3.825121843,Hybrid,2012,47809,10377
Chevrolet,3 Series,4.107681051,Hybrid,2007,182003,30396
Audi,Civic,2.088289722,Hybrid,2011,87548,35849
Audi,Cruze,4.309082357,Hybrid,2022,18486,32108
Volkswagen,3 Series,3.2528529,Electric,2001,142771,43225
Chevrolet,3 Series,4.811426406,Electric,2013,29947,14254
BMW,3 Series,1.943227564,Diesel,2019,26994,28083
Mercedes-Benz,Corolla,1.470060449,Petrol,2022,53425,12561
Mercedes-Benz,Cruze,2.333866744,Hybrid,2000,120862,14293
Honda,Civic,1.195676542,Electric,2010,61859,40694
Ford,Civic,1.783631832,Diesel,2019,182000,28959
Volkswagen,Cruze,1.413592513,Hybrid,2022,40992,19688
Toyota,Altima,1.033538649,Diesel,2015,172137,17828
Ford,C-Class,3.469808393,Petrol,2005,195746,3666
Nissan,Civic,1.501526627,Hybrid,2013,131965,1117
Honda,C-Class,2.324780314,Diesel,2007,109550,43281
Chevrolet,A4,4.399919161,Electric,2000,151767,6907
Honda,Cruze,3.00668317,Petrol,2013,73949,27173
BMW,C-Class,4.283862666,Electric,2014,198752,38230
Chevrolet,3 Series,3.771650823,Hybrid,2016,68208,8781
Nissan,A4,3.213862843,Diesel,2008,187288,20825
Volkswagen,3 Series,1.369868953,Petrol,2002,35816,29961
Volkswagen,Model 3,4.631256743,Petrol,2002,39607,41012
Honda,Altima,3.82723106,Hybrid,2010,125827,21252
Audi,Civic,1.215222693,Petrol,2013,102874,10580
Toyota,Civic,1.139924184,Diesel,2010,194267,23729
BMW,Civic,4.064960624,Hybrid,2014,144854,43494
Nissan,Corolla,2.023859921,Petrol,2016,114440,17574
Chevrolet,Cruze,3.273454163,Diesel,2016,102703,23117
Volkswagen,Civic,4.929722706,Electric,2007,189502,19376
Tesla,C-Class,3.394341154,Diesel,2017,189143,18077
